8,55
8,56
9,55
9,56
10,55
10,56
11,55
11,56
12,55
12,56
13,55
13,56
14,55
14,56
15,55
15,56
16,55
16,56
17,55
17,56
18,55
18,56
19,55
19,56
20,55
20,56
21,55
21,56
22,55
22,56
23,55
23,56
24,55
24,56
25,55
25,56
26,55
26,56
27,55
27,56
28,55
28,56
29,55
29,56
30,55
30,56
31,55
31,56
32,55
32,56
33,55
33,56
34,55
34,56
35,55
35,56
36,55
36,56
37,55
37,56
38,55
38,56
39,55
39,56
40,55
40,56
41,55
41,56
42,55
42,56
43,55
43,56
44,55
44,56
45,55
45,56
46,55
46,56
47,55
47,56
48,55
48,56
49,55
49,56
50,55
50,56
51,55
51,56
52,55
52,56
53,55
53,56
54,55
54,56
55,55
55,56
56,55
56,56
56,180
56,181
56,182
56,183
56,184
56,185
56,186
56,187
56,188
56,189
56,190
56,191
56,192
56,193
56,194
56,195
56,196
56,197
56,198
56,199
56,200
56,201
56,202
56,203
56,204
56,205
56,206
56,207
56,208
56,209
56,210
56,211
56,212
56,213
56,214
56,215
56,216
56,217
56,218
56,219
56,220
56,221
56,222
56,223
56,224
56,225
56,226
56,227
56,228
56,229
56,230
56,231
56,232
56,233
56,234
56,235
56,236
56,237
56,238
56,239
56,240
56,241
56,242
56,243
56,244
56,245
56,246
56,247
56,248
56,249
56,250
56,251
56,252
56,253
56,254
56,255
56,256
56,257
56,258
56,259
56,260
56,261
56,262
56,263
56,264
56,265
56,266
56,267
56,268
56,269
56,270
56,271
56,272
56,273
56,274
56,275
56,276
56,277
56,278
56,279
56,280
56,281
56,282
56,283
56,284
56,285
56,286
56,287
56,288
57,55
57,56
57,180
57,181
57,182
57,183
57,184
57,185
57,186
57,187
57,188
57,189
57,190
57,191
57,192
57,193
57,194
57,195
57,196
57,197
57,198
57,199
57,200
57,201
57,202
57,203
57,204
57,205
57,206
57,207
57,208
57,209
57,210
57,211
57,212
57,213
57,214
57,215
57,216
57,217
57,218
57,219
57,220
57,221
57,222
57,223
57,224
57,225
57,226
57,227
57,228
57,229
57,230
57,231
57,232
57,233
57,234
57,235
57,236
57,237
57,238
57,239
57,240
57,241
57,242
57,243
57,244
57,245
57,246
57,247
57,248
57,249
57,250
57,251
57,252
57,253
57,254
57,255
57,256
57,257
57,258
57,259
57,260
57,261
57,262
57,263
57,264
57,265
57,266
57,267
57,268
57,269
57,270
57,271
57,272
57,273
57,274
57,275
57,276
57,277
57,278
57,279
57,280
57,281
57,282
57,283
57,284
57,285
57,286
57,287
57,288
58,55
58,56
58,180
58,181
58,287
58,288
59,55
59,56
59,180
59,181
59,287
59,288
60,55
60,56
60,180
60,181
60,287
60,288
61,55
61,56
61,180
61,181
61,287
61,288
62,55
62,56
62,180
62,181
62,287
62,288
63,55
63,56
63,180
63,181
63,287
63,288
64,55
64,56
64,180
64,181
64,287
64,288
65,55
65,56
65,180
65,181
65,287
65,288
66,55
66,56
66,180
66,181
66,287
66,288
67,55
67,56
67,180
67,181
67,287
67,288
68,55
68,56
68,180
68,181
68,287
68,288
69,55
69,56
69,180
69,181
69,287
69,288
70,55
70,56
70,180
70,181
70,287
70,288
71,55
71,56
71,180
71,181
71,287
71,288
72,55
72,56
72,180
72,181
72,287
72,288
73,55
73,56
73,180
73,181
73,287
73,288
74,55
74,56
74,180
74,181
74,287
74,288
75,55
75,56
75,180
75,181
75,287
75,288
76,55
76,56
76,180
76,181
76,287
76,288
77,55
77,56
77,180
77,181
77,287
77,288
78,55
78,56
78,180
78,181
79,55
79,56
79,180
79,181
80,55
80,56
80,180
80,181
81,55
81,56
81,180
81,181
82,55
82,56
82,180
82,181
83,55
83,56
83,180
83,181
84,55
84,56
84,180
84,181
85,55
85,56
85,180
85,181
86,55
86,56
86,180
86,181
87,55
87,56
87,180
87,181
88,55
88,56
88,180
88,181
89,55
89,56
89,180
89,181
90,55
90,56
90,180
90,181
91,55
91,56
91,169
91,170
91,171
91,172
91,173
91,174
91,175
91,176
91,177
91,178
91,179
91,180
91,181
91,182
91,183
91,184
91,185
91,186
91,187
91,188
91,189
91,190
91,191
91,192
91,193
91,194
91,195
91,196
91,197
91,198
91,199
91,200
91,201
91,202
91,203
91,204
91,205
91,206
91,207
91,208
91,209
91,210
91,211
91,212
92,55
92,56
92,169
92,170
92,171
92,172
92,173
92,174
92,175
92,176
92,177
92,178
92,179
92,180
92,181
92,182
92,183
92,184
92,185
92,186
92,187
92,188
92,189
92,190
92,191
92,192
92,193
92,194
92,195
92,196
92,197
92,198
92,199
92,200
92,201
92,202
92,203
92,204
92,205
92,206
92,207
92,208
92,209
92,210
92,211
92,212
93,55
93,56
93,169
93,170
93,211
93,212
94,55
94,56
94,169
94,170
94,211
94,212
95,55
95,56
95,169
95,170
95,211
95,212
96,55
96,56
96,169
96,170
96,211
96,212
97,55
97,56
97,169
97,170
97,211
97,212
98,55
98,56
98,169
98,170
98,211
98,212
99,55
99,56
99,169
99,170
99,211
99,212
100,55
100,56
100,169
100,170
100,211
100,212
101,55
101,56
101,169
101,170
101,211
101,212
102,55
102,56
102,169
102,170
102,211
102,212
103,55
103,56
103,57
103,58
103,59
103,60
103,61
103,62
103,63
103,64
103,65
103,66
103,67
103,68
103,69
103,70
103,71
103,72
103,73
103,74
103,75
103,76
103,77
103,78
103,79
103,80
103,81
103,82
103,83
103,84
103,85
103,86
103,87
103,88
103,89
103,90
103,91
103,92
103,93
103,94
103,95
103,96
103,97
103,98
103,99
103,100
103,101
103,102
103,103
103,104
103,105
103,106
103,107
103,108
103,109
103,110
103,111
103,112
103,113
103,114
103,115
103,116
103,117
103,118
103,119
103,120
103,121
103,122
103,123
103,124
103,125
103,126
103,127
103,128
103,129
103,130
103,131
103,132
103,133
103,134
103,135
103,136
103,137
103,138
103,139
103,140
103,141
103,142
103,143
103,144
103,145
103,146
103,147
103,148
103,149
103,150
103,151
103,152
103,153
103,154
103,155
103,156
103,157
103,158
103,159
103,160
103,161
103,162
103,163
103,164
103,165
103,166
103,167
103,168
103,169
103,170
103,211
103,212
104,55
104,56
104,57
104,58
104,59
104,60
104,61
104,62
104,63
104,64
104,65
104,66
104,67
104,68
104,69
104,70
104,71
104,72
104,73
104,74
104,75
104,76
104,77
104,78
104,79
104,80
104,81
104,82
104,83
104,84
104,85
104,86
104,87
104,88
104,89
104,90
104,91
104,92
